0.1000000; 1.300115
0.2000000; 1.307348
0.3000000; 1.307247
0.4000000; 1.320899
0.5000000; 1.321678
0.6000000; 1.321708
0.7000000; 1.321708
0.8000000; 1.321708
0.9000000; 1.321708
1.000000; 1.321708
1.100000; 1.321708
1.200000; 1.321708
1.300000; 1.321704
1.400000; 1.322096
1.500000; 1.335736
1.600000; 1.336081
1.700000; 1.336206
1.800000; 1.351538
1.900000; 1.350445
2.000000; 1.350440
2.100000; 1.350440
2.200000; 1.350440
2.300000; 1.350440
2.400000; 1.350440
2.500000; 1.350440
2.600000; 1.350441
2.700000; 1.350439
2.800000; 1.349095
2.900000; 1.364756
3.000000; 1.364798
3.100000; 1.365025
3.200000; 1.378758
3.300000; 1.379175
3.400000; 1.379173
3.500000; 1.379173
3.600000; 1.379173
3.700000; 1.379173
3.800000; 1.379173
3.900000; 1.379173
4.000000; 1.379174
4.100000; 1.379065
4.200000; 1.394684
4.300000; 1.393519
4.400000; 1.393547
4.500000; 1.391991
4.600000; 1.407959
4.700000; 1.407904
4.800000; 1.407906
4.900000; 1.407906
5.000000; 1.407906
5.100000; 1.407906
5.200000; 1.407906
5.300000; 1.407906
5.400000; 1.407907
5.500000; 1.408247
5.600000; 1.422554
5.700000; 1.422280
5.800000; 1.422291
5.900000; 1.426786
6.000000; 1.436677
6.100000; 1.436639
6.200000; 1.436639
6.300000; 1.436639
6.400000; 1.436639
6.500000; 1.436639
6.600000; 1.436639
6.700000; 1.436639
6.800000; 1.436631
6.900000; 1.436220
7.000000; 1.450694
7.100000; 1.451004
7.200000; 1.450895
7.300000; 1.465901
7.400000; 1.465345
7.500000; 1.465372
7.600000; 1.465372
7.700000; 1.465372
7.800000; 1.465372
7.900000; 1.465372
8.000000; 1.465372
8.100000; 1.465372
8.200000; 1.465395
8.300000; 1.464433
8.400000; 1.479849
8.500000; 1.479739
8.600000; 1.479996
8.700000; 1.494741
8.800000; 1.494112
8.900000; 1.494104
9.000000; 1.494104
9.100000; 1.494104
9.200000; 1.494104
9.300000; 1.494104
9.400000; 1.494104
9.500000; 1.494104
9.600000; 1.494081
9.700000; 1.502869
9.800000; 1.508459
9.900000; 1.508463
10.00000; 1.508381
10.10000; 1.522457
10.20000; 1.522837
10.30000; 1.522837
10.40000; 1.522837
10.50000; 1.522837
10.60000; 1.522837
10.70000; 1.522837
10.80000; 1.522837
10.90000; 1.522839
11.00000; 1.522759
11.10000; 1.538719
11.20000; 1.537192
11.30000; 1.537220
11.40000; 1.535833
11.50000; 1.551668
11.60000; 1.551569
11.70000; 1.551570
11.80000; 1.551570
11.90000; 1.551570
12.00000; 1.551570
12.10000; 1.551570
12.20000; 1.551570
12.30000; 1.551569
12.40000; 1.551978
12.50000; 1.565838
12.60000; 1.565943
12.70000; 1.565936
12.80000; 1.572852
12.90000; 1.580309
13.00000; 1.580303
13.10000; 1.580303
13.20000; 1.580303
13.30000; 1.580303
13.40000; 1.580303
13.50000; 1.580303
13.60000; 1.580303
13.70000; 1.580296
13.80000; 1.579409
13.90000; 1.594479
14.00000; 1.594668
14.10000; 1.594565
14.20000; 1.610311
14.30000; 1.609017
14.40000; 1.609035
14.50000; 1.609035
14.60000; 1.609035
14.70000; 1.609035
14.80000; 1.609035
14.90000; 1.609035
15.00000; 1.609035
15.10000; 1.609064
15.20000; 1.609153
15.30000; 1.623506
15.40000; 1.623402
15.50000; 1.623765
15.60000; 1.637946
15.70000; 1.637776
15.80000; 1.637768
15.90000; 1.637768
16.00000; 1.637768
16.10000; 1.637768
16.20000; 1.637768
16.30000; 1.637768
16.40000; 1.637768
16.50000; 1.637783
16.60000; 1.636344
16.70000; 1.652228
16.80000; 1.652126
16.90000; 1.651602
17.00000; 1.666217
17.10000; 1.666500
17.20000; 1.666501
17.30000; 1.666501
17.40000; 1.666501
17.50000; 1.666501
17.60000; 1.666501
17.70000; 1.666501
17.80000; 1.666500
17.90000; 1.666504
18.00000; 1.673044
18.10000; 1.680878
18.20000; 1.680893
18.30000; 1.680128
18.40000; 1.695345
18.50000; 1.695233
18.60000; 1.695234
18.70000; 1.695234
18.80000; 1.695234
18.90000; 1.695234
19.00000; 1.695234
19.10000; 1.695234
19.20000; 1.695235
19.30000; 1.695127
19.40000; 1.710796
19.50000; 1.709580
19.60000; 1.709569
19.70000; 1.718939
19.80000; 1.723951
19.90000; 1.723967
20.00000; 1.723967
20.10000; 1.723967
20.20000; 1.723967
20.30000; 1.723967
20.40000; 1.723967
20.50000; 1.723966
20.60000; 1.723967
20.70000; 1.724316
20.80000; 1.738576
20.90000; 1.738343
21.00000; 1.738267
21.10000; 1.754242
21.20000; 1.752690
21.30000; 1.752699
21.40000; 1.752699
21.50000; 1.752699
21.60000; 1.752699
21.70000; 1.752699
21.80000; 1.752699
21.90000; 1.752699
22.00000; 1.752691
22.10000; 1.752240
22.20000; 1.766764
22.30000; 1.767063
22.40000; 1.767480
22.50000; 1.781267
22.60000; 1.781439
22.70000; 1.781432
22.80000; 1.781432
22.90000; 1.781432
23.00000; 1.781432
23.10000; 1.781432
23.20000; 1.781432
23.30000; 1.781432
23.40000; 1.781456
23.50000; 1.780562
23.60000; 1.795910
23.70000; 1.795792
23.80000; 1.794796
23.90000; 1.810005
24.00000; 1.810163
24.10000; 1.810165
24.20000; 1.810165
24.30000; 1.810165
24.40000; 1.810165
24.50000; 1.810165
24.60000; 1.810165
24.70000; 1.810164
24.80000; 1.810139
24.90000; 1.819140
25.00000; 1.824518
25.10000; 1.824561
25.20000; 1.824995
25.30000; 1.838998
25.40000; 1.838898
25.50000; 1.838898
25.60000; 1.838898
25.70000; 1.838898
25.80000; 1.838898
25.90000; 1.838898
26.00000; 1.838898
26.10000; 1.838899
26.20000; 1.838824
26.30000; 1.854792
26.40000; 1.853253
26.50000; 1.853199
26.60000; 1.864859
26.70000; 1.867603
26.80000; 1.867631
26.90000; 1.867630
27.00000; 1.867630
27.10000; 1.867630
27.20000; 1.867630
27.30000; 1.867630
27.40000; 1.867630
27.50000; 1.867629
27.60000; 1.868041
27.70000; 1.881873
27.80000; 1.882006
27.90000; 1.882008
28.00000; 1.897812
28.10000; 1.896362
28.20000; 1.896363
28.30000; 1.896363
28.40000; 1.896363
28.50000; 1.896363
28.60000; 1.896363
28.70000; 1.896363
28.80000; 1.896363
28.90000; 1.896357
29.00000; 1.895430
29.10000; 1.910551
29.20000; 1.910729
29.30000; 1.910628
29.40000; 1.926413
29.50000; 1.925078
29.60000; 1.925085
29.70000; 1.926630
29.80000; 1.910688
29.90000; 1.901470
30.00000; 1.896378
30.10000; 1.896363
30.20000; 1.896363
30.30000; 1.896364
30.40000; 1.896368
30.50000; 1.889084
30.60000; 1.882003
30.70000; 1.866137
30.80000; 1.867633
30.90000; 1.867631
31.00000; 1.867630
31.10000; 1.867607
31.20000; 1.868572
31.30000; 1.852864
31.40000; 1.838390
31.50000; 1.838890
31.60000; 1.838898
31.70000; 1.838896
31.80000; 1.838998
31.90000; 1.823239
32.00000; 1.813882
32.10000; 1.810188
32.20000; 1.810164
32.30000; 1.810156
32.40000; 1.811683
32.50000; 1.794530
32.60000; 1.781344
32.70000; 1.781432
32.80000; 1.781404
32.90000; 1.781113
33.00000; 1.759540
33.10000; 1.752698
33.20000; 1.752706
33.30000; 1.752600
33.40000; 1.740056
33.50000; 1.724027
33.60000; 1.723946
33.70000; 1.724846
33.80000; 1.704707
33.90000; 1.695200
34.00000; 1.695309
34.10000; 1.682929
34.20000; 1.666920
34.30000; 1.666469
34.40000; 1.663370
34.50000; 1.636836
34.60000; 1.637808
34.70000; 1.627180
34.80000; 1.609346
34.90000; 1.609110
35.00000; 1.592470
35.10000; 1.580244
35.20000; 1.580467
35.30000; 1.550603
35.40000; 1.551547
35.50000; 1.528230
35.60000; 1.522838
35.70000; 1.517348
35.80000; 1.494118
35.90000; 1.489202
36.00000; 1.465418
36.10000; 1.467850
36.20000; 1.436822
36.30000; 1.438906
36.40000; 1.408133
36.50000; 1.404640
36.60000; 1.379240
36.70000; 1.371843
36.80000; 1.350532
36.90000; 1.318931
37.00000; 1.321457
37.10000; 1.292034
37.20000; 1.294093
37.30000; 1.264488
37.40000; 1.256093
37.50000; 1.235514
37.60000; 1.217426
37.70000; 1.206669
37.80000; 1.175451
37.90000; 1.178138
38.00000; 1.148312
38.10000; 1.149369
38.20000; 1.121339
38.30000; 1.120752
38.40000; 1.092141
38.50000; 1.091845
38.60000; 1.091845
38.70000; 1.091845
38.80000; 1.091845
38.90000; 1.091845
39.00000; 1.091845
39.10000; 1.091845
39.20000; 1.091845
